query_idx,query_label,query_file,best_model,best_model_ap,ap__score_fusion_x,score_fusion_delta_vs_best_model,score_fusion_delta_vs_oracle,ap__EVA-02,rank1__EVA-02,first_pos_rank__EVA-02,top1_idx__EVA-02,top1_label__EVA-02,top1_sim__EVA-02,top1_file__EVA-02,top3__EVA-02,ap__MiewID,rank1__MiewID,first_pos_rank__MiewID,top1_idx__MiewID,top1_label__MiewID,top1_sim__MiewID,top1_file__MiewID,top3__MiewID,ap__ConvNeXt-V2,rank1__ConvNeXt-V2,first_pos_rank__ConvNeXt-V2,top1_idx__ConvNeXt-V2,top1_label__ConvNeXt-V2,top1_sim__ConvNeXt-V2,top1_file__ConvNeXt-V2,top3__ConvNeXt-V2,ap__score_fusion_y,rank1__score_fusion,first_pos_rank__score_fusion,top1_idx__score_fusion,top1_label__score_fusion,top1_sim__score_fusion,top1_file__score_fusion,top3__score_fusion,ap__embedding_concat,rank1__embedding_concat,first_pos_rank__embedding_concat,top1_idx__embedding_concat,top1_label__embedding_concat,top1_sim__embedding_concat,top1_file__embedding_concat,top3__embedding_concat,ap__adaptive_margin_top5,rank1__adaptive_margin_top5,first_pos_rank__adaptive_margin_top5,top1_idx__adaptive_margin_top5,top1_label__adaptive_margin_top5,top1_sim__adaptive_margin_top5,top1_file__adaptive_margin_top5,top3__adaptive_margin_top5,ap__rrf_k60,rank1__rrf_k60,first_pos_rank__rrf_k60,top1_idx__rrf_k60,top1_label__rrf_k60,top1_sim__rrf_k60,top1_file__rrf_k60,top3__rrf_k60
970,Madalena,train_0971.png,EVA-02,1.0,0.055135781574137746,-0.9448642184258622,-0.9448642184258622,1.0,True,1,965,Madalena,0.7889209985733032,train_0966.png,1:Madalena|train_0966.png|0.7889 || 2:Madalena|train_0968.png|0.7877 || 3:Madalena|train_0967.png|0.7876,0.3375757575757576,False,4,1107,Marcela,0.502448558807373,train_1108.png,1:Marcela|train_1108.png|0.5024 || 2:Marcela|train_1012.png|0.5009 || 3:Marcela|train_0138.png|0.4953,0.012348594314610661,False,202,753,Kwang,0.7152385711669922,train_0754.png,1:Kwang|train_0754.png|0.7152 || 2:Kwang|train_0753.png|0.7118 || 3:Kwang|train_0037.png|0.7007,0.055135781574137746,False,37,36,Kwang,0.49781090216736235,train_0037.png,1:Kwang|train_0037.png|0.4978 || 2:Kwang|train_0779.png|0.4963 || 3:Kwang|train_0753.png|0.4926,0.01803112777915209,False,122,36,Kwang,0.5980510447139626,train_0037.png,1:Kwang|train_0037.png|0.5981 || 2:Kwang|train_0753.png|0.5916 || 3:Kwang|train_0779.png|0.5876,0.23645021645021647,False,7,1099,Marcela,0.4910297393798828,train_1100.png,1:Marcela|train_1100.png|0.4910 || 2:Marcela|train_1012.png|0.4566 || 3:Alira|train_0213.png|0.4521,0.47777777777777775,False,3,212,Alira,0.03358273208141327,train_0213.png,1:Alira|train_0213.png|0.0336 || 2:Marcela|train_1100.png|0.0332 || 3:Madalena|train_0966.png|0.0326
971,Madalena,train_0972.png,EVA-02,1.0,0.055833172675277945,-0.944166827324722,-0.944166827324722,1.0,True,1,952,Madalena,0.7904602885246277,train_0953.png,1:Madalena|train_0953.png|0.7905 || 2:Madalena|train_0967.png|0.7842 || 3:Madalena|train_0954.png|0.7817,0.6116666666666666,False,2,1011,Marcela,0.4719597399234772,train_1012.png,1:Marcela|train_1012.png|0.4720 || 2:Madalena|train_0966.png|0.4615 || 3:Madalena|train_0967.png|0.4583,0.011989508241011058,False,210,753,Kwang,0.7209490537643433,train_0754.png,1:Kwang|train_0754.png|0.7209 || 2:Kwang|train_0753.png|0.7140 || 3:Kwang|train_0037.png|0.6868,0.055833172675277945,False,36,752,Kwang,0.49779628249052865,train_0753.png,1:Kwang|train_0753.png|0.4978 || 2:Kwang|train_0779.png|0.4886 || 3:Kwang|train_0754.png|0.4865,0.0174841716910089,False,129,752,Kwang,0.5976659287061871,train_0753.png,1:Kwang|train_0753.png|0.5977 || 2:Kwang|train_0754.png|0.5908 || 3:Kwang|train_0037.png|0.5824,0.29783549783549784,False,4,1099,Marcela,0.4611484706401825,train_1100.png,1:Marcela|train_1100.png|0.4611 || 2:Alira|train_0213.png|0.4545 || 3:Marcela|train_1012.png|0.4493,0.5961904761904762,False,2,212,Alira,0.03459591418504715,train_0213.png,1:Alira|train_0213.png|0.0346 || 2:Madalena|train_0967.png|0.0336 || 3:Alira|train_0214.png|0.0332
972,Madalena,train_0973.png,EVA-02,1.0,0.07231379713665798,-0.927686202863342,-0.927686202863342,1.0,True,1,952,Madalena,0.8211427927017212,train_0953.png,1:Madalena|train_0953.png|0.8211 || 2:Madalena|train_0954.png|0.8151 || 3:Madalena|train_0967.png|0.7957,1.0,True,1,965,Madalena,0.4775310158729553,train_0966.png,1:Madalena|train_0966.png|0.4775 || 2:Madalena|train_0968.png|0.4714 || 3:Madalena|train_0967.png|0.4686,0.011907840839397197,False,210,1010,Marcela,0.721260130405426,train_1011.png,1:Marcela|train_1011.png|0.7213 || 2:Kwang|train_0754.png|0.7087 || 3:Marcela|train_1010.png|0.7051,0.07231379713665798,False,27,752,Kwang,0.47941590653261507,train_0753.png,1:Kwang|train_0753.png|0.4794 || 2:Marcela|train_1100.png|0.4762 || 3:Kwang|train_0754.png|0.4674,0.0178038841449775,False,131,1099,Marcela,0.5814125139584473,train_1100.png,1:Marcela|train_1100.png|0.5814 || 2:Kwang|train_0753.png|0.5793 || 3:Kwang|train_0754.png|0.5706,0.3903174603174603,False,4,27,Jaju,0.4328659474849701,train_0028.png,1:Jaju|train_0028.png|0.4329 || 2:Marcela|train_1012.png|0.4326 || 3:Marcela|train_1100.png|0.4320,0.71,False,2,212,Alira,0.03355133533477783,train_0213.png,1:Alira|train_0213.png|0.0336 || 2:Madalena|train_0968.png|0.0335 || 3:Madalena|train_0967.png|0.0333
973,Madalena,train_0974.png,EVA-02,1.0,0.07283611149027598,-0.927163888509724,-0.927163888509724,1.0,True,1,952,Madalena,0.8196394443511963,train_0953.png,1:Madalena|train_0953.png|0.8196 || 2:Madalena|train_0954.png|0.8116 || 3:Madalena|train_0968.png|0.7884,0.9428571428571428,True,1,965,Madalena,0.4641849994659424,train_0966.png,1:Madalena|train_0966.png|0.4642 || 2:Madalena|train_0968.png|0.4609 || 3:Madalena|train_0954.png|0.4578,0.012273105516057422,False,199,1010,Marcela,0.7332471609115601,train_1011.png,1:Marcela|train_1011.png|0.7332 || 2:Kwang|train_0754.png|0.7206 || 3:Kwang|train_0753.png|0.7176,0.07283611149027598,False,27,1099,Marcela,0.4943944956680415,train_1100.png,1:Marcela|train_1100.png|0.4944 || 2:Kwang|train_0753.png|0.4882 || 3:Kwang|train_0754.png|0.4763,0.018124069053171085,False,117,1099,Marcela,0.6012922859473768,train_1100.png,1:Marcela|train_1100.png|0.6013 || 2:Kwang|train_0753.png|0.5914 || 3:Kwang|train_0754.png|0.5828,0.4518614718614719,False,3,1099,Marcela,0.4563911259174347,train_1100.png,1:Marcela|train_1100.png|0.4564 || 2:Marcela|train_1012.png|0.4399 || 3:Madalena|train_0968.png|0.4359,0.9428571428571428,True,1,967,Madalena,0.03387916833162308,train_0968.png,1:Madalena|train_0968.png|0.0339 || 2:Madalena|train_0966.png|0.0334 || 3:Madalena|train_0954.png|0.0331
421,Bororo,train_0422.png,EVA-02,0.8333333333333333,0.08881578947368421,-0.7445175438596491,-0.7445175438596491,0.8333333333333333,True,1,116,Bororo,0.6588789224624634,train_0117.png,1:Bororo|train_0117.png|0.6589 || 2:Ousado|train_1339.png|0.6204 || 3:Bororo|train_0018.png|0.5848,0.13246268656716417,False,4,98,Ti,0.44961196184158325,train_0099.png,1:Ti|train_0099.png|0.4496 || 2:Jaju|train_0476.png|0.4154 || 3:Tomas|train_1839.png|0.4131,0.044343891402714934,False,13,1723,Solar,0.6438038349151611,train_1724.png,1:Solar|train_1724.png|0.6438 || 2:Solar|train_1722.png|0.6292 || 3:Solar|train_1723.png|0.6250,0.08881578947368421,False,8,1723,Solar,0.47836817521792513,train_1724.png,1:Solar|train_1724.png|0.4784 || 2:Solar|train_1725.png|0.4549 || 3:Solar|train_1723.png|0.4546,0.06619385342789598,False,9,1723,Solar,0.5690139933963133,train_1724.png,1:Solar|train_1724.png|0.5690 || 2:Solar|train_1723.png|0.5445 || 3:Solar|train_1722.png|0.5428,0.0787878787878788,False,15,1723,Solar,0.4527431130409241,train_1724.png,1:Solar|train_1724.png|0.4527 || 2:Solar|train_1747.png|0.4474 || 3:Tomas|train_1840.png|0.4331,0.10101010101010101,False,11,1723,Solar,0.03971797227859497,train_1724.png,1:Solar|train_1724.png|0.0397 || 2:Solar|train_1747.png|0.0384 || 3:Solar|train_1745.png|0.0378
422,Bororo,train_0423.png,EVA-02,0.75,0.06477732793522267,-0.6852226720647774,-0.6852226720647774,0.75,True,1,116,Bororo,0.6742130517959595,train_0117.png,1:Bororo|train_0117.png|0.6742 || 2:Ousado|train_1339.png|0.6646 || 3:Ousado|train_1338.png|0.6181,0.13443396226415094,False,4,475,Jaju,0.4726184904575348,train_0476.png,1:Jaju|train_0476.png|0.4726 || 2:Medrosa|train_1197.png|0.4258 || 3:Ti|train_0099.png|0.4249,0.027989130434782607,False,23,1429,Ousado,0.6326227784156799,train_1430.png,1:Ousado|train_1430.png|0.6326 || 2:Ousado|train_1429.png|0.6316 || 3:Bagua|train_0012.png|0.6060,0.06477732793522267,False,13,1723,Solar,0.4868962056654522,train_1724.png,1:Solar|train_1724.png|0.4869 || 2:Solar|train_1723.png|0.4719 || 3:Solar|train_1725.png|0.4670,0.03696741854636591,False,21,1723,Solar,0.5640167034523236,train_1724.png,1:Solar|train_1724.png|0.5640 || 2:Solar|train_1723.png|0.5490 || 3:Solar|train_1725.png|0.5429,0.07291666666666666,False,16,1723,Solar,0.4914815425872803,train_1724.png,1:Solar|train_1724.png|0.4915 || 2:Solar|train_1723.png|0.4753 || 3:Solar|train_1747.png|0.4665,0.12142857142857143,False,10,1723,Solar,0.04245176911354065,train_1724.png,1:Solar|train_1724.png|0.0425 || 2:Solar|train_1723.png|0.0400 || 3:Solar|train_1747.png|0.0390
1428,Ousado,train_1429.png,EVA-02,0.7384257954461382,0.14559818697859733,-0.5928276084675408,-0.5928276084675408,0.7384257954461382,True,1,1337,Ousado,0.6670439839363098,train_1338.png,1:Ousado|train_1338.png|0.6670 || 2:Ousado|train_1386.png|0.5680 || 3:Ousado|train_1421.png|0.5640,0.3866499257626191,False,10,1839,Tomas,0.5714824795722961,train_1840.png,1:Tomas|train_1840.png|0.5715 || 2:Tomas|train_1842.png|0.5654 || 3:Tomas|train_1844.png|0.5573,0.07069381383002982,False,54,222,Apeiara,0.7414347529411316,train_0223.png,1:Apeiara|train_0223.png|0.7414 || 2:Apeiara|train_0225.png|0.7316 || 3:Ti|train_0099.png|0.7285,0.14559818697859733,False,9,28,Jaju,0.4733534650673861,train_0029.png,1:Jaju|train_0029.png|0.4734 || 2:Pollyanna|train_1612.png|0.4430 || 3:Marcela|train_1103.png|0.4373,0.10107880606903896,False,15,28,Jaju,0.5716357621723673,train_0029.png,1:Jaju|train_0029.png|0.5716 || 2:Ti|train_0099.png|0.5401 || 3:Bororo|train_0423.png|0.5319,0.3580515189507151,True,1,1337,Ousado,0.485561341047287,train_1338.png,1:Ousado|train_1338.png|0.4856 || 2:Tomas|train_1842.png|0.4838 || 3:Tomas|train_1844.png|0.4764,0.34664457648515534,False,5,28,Jaju,0.034206047654151917,train_0029.png,1:Jaju|train_0029.png|0.0342 || 2:Pollyanna|train_1612.png|0.0330 || 3:Tomas|train_1842.png|0.0329
1279,Medrosa,train_1280.png,EVA-02,0.7523775191007164,0.1615714274062727,-0.5908060916944436,-0.5908060916944436,0.7523775191007164,True,1,1171,Medrosa,0.7919487953186035,train_1172.png,1:Medrosa|train_1172.png|0.7919 || 2:Medrosa|train_1264.png|0.7908 || 3:Medrosa|train_1263.png|0.7853,0.2048266291478375,True,1,1173,Medrosa,0.5957274436950684,train_1174.png,1:Medrosa|train_1174.png|0.5957 || 2:Marcela|train_0057.png|0.5208 || 3:Marcela|train_1026.png|0.5154,0.0619717959832538,False,68,31,Katniss,0.5802254676818848,train_0032.png,1:Katniss|train_0032.png|0.5802 || 2:Ariely|train_0243.png|0.5556 || 3:Bernard|train_0115.png|0.5443,0.1615714274062727,False,2,31,Katniss,0.4902055533637506,train_0032.png,1:Katniss|train_0032.png|0.4902 || 2:Medrosa|train_1174.png|0.4890 || 3:Marcela|train_1067.png|0.4265,0.09132477098182497,False,2,31,Katniss,0.5463062194713026,train_0032.png,1:Katniss|train_0032.png|0.5463 || 2:Medrosa|train_1174.png|0.4858 || 3:Bernard|train_0403.png|0.4712,0.16702897551265525,True,1,1173,Medrosa,0.5460520386695862,train_1174.png,1:Medrosa|train_1174.png|0.5461 || 2:Katniss|train_0032.png|0.4583 || 3:Bernard|train_0403.png|0.4563,0.3353969365229434,True,1,1173,Medrosa,0.038271207362413406,train_1174.png,1:Medrosa|train_1174.png|0.0383 || 2:Katniss|train_0032.png|0.0347 || 3:Marcela|train_1026.png|0.0321
1278,Medrosa,train_1279.png,EVA-02,0.7461797514847966,0.19037403189229013,-0.5558057195925066,-0.5558057195925066,0.7461797514847966,True,1,1263,Medrosa,0.8147595524787903,train_1264.png,1:Medrosa|train_1264.png|0.8148 || 2:Medrosa|train_1263.png|0.8109 || 3:Medrosa|train_1172.png|0.8009,0.19340681144459093,True,1,1173,Medrosa,0.5620783567428589,train_1174.png,1:Medrosa|train_1174.png|0.5621 || 2:Marcela|train_1026.png|0.5442 || 3:Marcela|train_0057.png|0.5400,0.06560394655663966,False,42,31,Katniss,0.5576480031013489,train_0032.png,1:Katniss|train_0032.png|0.5576 || 2:Ariely|train_0243.png|0.5361 || 3:Bernard|train_0115.png|0.5342,0.19037403189229013,True,1,1173,Medrosa,0.5003912267711217,train_1174.png,1:Medrosa|train_1174.png|0.5004 || 2:Katniss|train_0032.png|0.4813 || 3:Marcela|train_1067.png|0.4425,0.09687432867056532,False,2,31,Katniss,0.5289796566192415,train_0032.png,1:Katniss|train_0032.png|0.5290 || 2:Medrosa|train_1174.png|0.5083 || 3:Bernard|train_0403.png|0.4895,0.1605674149456436,True,1,1173,Medrosa,0.543984591960907,train_1174.png,1:Medrosa|train_1174.png|0.5440 || 2:Bernard|train_0403.png|0.4633 || 3:Overa|train_1502.png|0.4628,0.3167760730670778,True,1,1173,Medrosa,0.04041377454996109,train_1174.png,1:Medrosa|train_1174.png|0.0404 || 2:Katniss|train_0032.png|0.0345 || 3:Marcela|train_1026.png|0.0323
116,Bororo,train_0117.png,EVA-02,0.7688679245283019,0.24403248587570622,-0.5248354386525956,-0.5248354386525956,0.7688679245283019,True,1,422,Bororo,0.6742130517959595,train_0423.png,1:Bororo|train_0423.png|0.6742 || 2:Bororo|train_0422.png|0.6589 || 3:Bororo|train_0421.png|0.6584,0.4893707482993197,False,2,1766,Ti,0.4253472685813904,train_1767.png,1:Ti|train_1767.png|0.4253 || 2:Bororo|train_0423.png|0.4228 || 3:Bororo|train_0421.png|0.4150,0.023304643469737808,False,88,128,Katniss,0.5706151723861694,train_0129.png,1:Katniss|train_0129.png|0.5706 || 2:Pollyanna|train_1611.png|0.5406 || 3:Pollyanna|train_1609.png|0.5314,0.24403248587570622,False,5,128,Katniss,0.45394085641088483,train_0129.png,1:Katniss|train_0129.png|0.4539 || 2:Pollyanna|train_1611.png|0.3842 || 3:Pollyanna|train_1610.png|0.3728,0.06788550057537399,False,20,128,Katniss,0.5256280589679042,train_0129.png,1:Katniss|train_0129.png|0.5256 || 2:Pollyanna|train_1611.png|0.4648 || 3:Pollyanna|train_1610.png|0.4517,0.4592105263157895,False,2,128,Katniss,0.4516712427139282,train_0129.png,1:Katniss|train_0129.png|0.4517 || 2:Bororo|train_0421.png|0.4060 || 3:Bororo|train_0423.png|0.4022,0.49040262172284643,False,2,128,Katniss,0.04314155504107475,train_0129.png,1:Katniss|train_0129.png|0.0431 || 2:Bororo|train_0423.png|0.0380 || 3:Bororo|train_0421.png|0.0380
