query_idx,query_label,ap__EVA-02,rank1__EVA-02,first_pos_rank__EVA-02,top1_idx__EVA-02,top1_label__EVA-02,top1_sim__EVA-02,ap__MiewID,rank1__MiewID,first_pos_rank__MiewID,top1_idx__MiewID,top1_label__MiewID,top1_sim__MiewID,ap__ConvNeXt-V2,rank1__ConvNeXt-V2,first_pos_rank__ConvNeXt-V2,top1_idx__ConvNeXt-V2,top1_label__ConvNeXt-V2,top1_sim__ConvNeXt-V2,ap__score_fusion,rank1__score_fusion,first_pos_rank__score_fusion,top1_idx__score_fusion,top1_label__score_fusion,top1_sim__score_fusion,ap__embedding_concat,rank1__embedding_concat,first_pos_rank__embedding_concat,top1_idx__embedding_concat,top1_label__embedding_concat,top1_sim__embedding_concat,ap__adaptive_margin_top5,rank1__adaptive_margin_top5,first_pos_rank__adaptive_margin_top5,top1_idx__adaptive_margin_top5,top1_label__adaptive_margin_top5,top1_sim__adaptive_margin_top5,ap__rrf_k60,rank1__rrf_k60,first_pos_rank__rrf_k60,top1_idx__rrf_k60,top1_label__rrf_k60,top1_sim__rrf_k60,oracle_ap,oracle_rank1,best_model,best_model_ap,score_fusion_delta_vs_best_model,score_fusion_delta_vs_oracle,score_fusion_beats_best_model,score_fusion_matches_best_model
9,Ariely,0.2327243107923294,True,1,264,Ariely,0.8839255571365356,0.017392733833596186,False,245,69,Ousado,0.5328173637390137,0.06462384919266057,False,4,497,Jaju,0.789227306842804,0.17171786847965964,True,1,261,Ariely,0.63375946462753,0.1699676513734054,True,1,261,Ariely,0.6956193577663807,0.07869398821021319,False,4,1223,Medrosa,0.5366458296775818,0.11562858575957095,False,2,1223,Medrosa,0.03523046523332596,0.2327243107923294,True,EVA-02,0.2327243107923294,-0.061006442312669745,-0.061006442312669745,False,False
11,Bagua,0.11988185024851489,True,1,306,Bagua,0.8030791282653809,0.040157000291591895,False,2,1742,Solar,0.6089268326759338,0.10875466190475139,True,1,305,Bagua,0.8621887564659119,0.12023617803445898,True,1,305,Bagua,0.69352514084946,0.11425886395346138,True,1,305,Bagua,0.7746028091727998,0.12323099509918882,True,1,309,Bagua,0.6833168268203735,0.12054860716558201,True,1,309,Bagua,0.04618300497531891,0.11988185024851489,True,EVA-02,0.11988185024851489,0.0003543277859440891,0.0003543277859440891,True,False
13,Benita,0.22039653748916171,True,1,320,Benita,0.874552845954895,0.5544618200399852,True,1,320,Benita,0.6104191541671753,0.5697098488225323,True,1,322,Benita,0.6917312741279602,0.8367649796510125,True,1,320,Benita,0.625954285088488,0.7594693753367362,True,1,320,Benita,0.6476316602685385,0.9341772376180232,True,1,320,Benita,0.6638032793998718,0.8193626282077004,True,1,320,Benita,0.043369174003601074,0.5697098488225323,True,ConvNeXt-V2,0.5697098488225323,0.2670551308284802,0.2670551308284802,True,False
17,Bororo,0.4854984286272555,True,1,20,Bororo,0.8195782899856567,0.053905154153847695,False,4,822,Kwang,0.563629686832428,0.09865119547569699,True,1,20,Bororo,0.8839318156242371,0.17902692776643242,True,1,20,Bororo,0.7415444503880455,0.15747407175256928,True,1,20,Bororo,0.8140193737745796,0.2175801625892483,True,1,20,Bororo,0.6824022531509399,0.23477792833429234,True,1,20,Bororo,0.047409579157829285,0.4854984286272555,True,EVA-02,0.4854984286272555,-0.3064715008608231,-0.3064715008608231,False,False
21,Estella,0.9958333333333333,True,1,433,Estella,0.8879899978637695,0.5294980173580464,True,1,426,Estella,0.569047212600708,0.9152197802197802,True,1,437,Estella,0.7879730463027954,0.9877124183006536,True,1,437,Estella,0.6946930029269797,0.97906162464986,True,1,437,Estella,0.7524211406683236,0.9796825396825397,True,1,423,Estella,0.6605508327484131,0.9913888888888889,True,1,437,Estella,0.04583853855729103,0.9958333333333333,True,EVA-02,0.9958333333333333,-0.008120915032679754,-0.008120915032679754,False,False
23,Ipepo,0.4456063166240936,True,1,467,Ipepo,0.7967339754104614,0.009704460923323594,False,79,1470,Overa,0.5276848077774048,0.019247549771164097,False,79,21,Estella,0.7021234631538391,0.03892067272054941,False,31,21,Estella,0.5812816013471744,0.029176831817705372,False,57,21,Estella,0.65471019061846,0.02721419676897827,False,65,21,Estella,0.5724629759788513,0.053764791069405626,False,23,21,Estella,0.035301145166158676,0.4456063166240936,True,EVA-02,0.4456063166240936,-0.4066856439035442,-0.4066856439035442,False,False
27,Jaju,0.11692091379946867,False,10,216,Apeiara,0.7174040079116821,0.05341511817590591,False,119,1722,Solar,0.5255522131919861,0.05169856188989013,False,139,1699,Saseka,0.7425099611282349,0.06648459563933158,False,93,1699,Saseka,0.5542260906338254,0.0582265379728254,False,119,1699,Saseka,0.6412862972172799,0.06683224417995903,False,33,975,Madalena,0.5274481177330017,0.06998361250805682,False,37,412,Bororo,0.03169989213347435,0.11692091379946867,False,EVA-02,0.11692091379946867,-0.05043631816013709,-0.05043631816013709,False,False
28,Jaju,0.7230000565177354,True,1,524,Jaju,0.8813893795013428,0.19987405889135296,False,15,1079,Marcela,0.5754296779632568,0.1747646154349856,True,1,557,Jaju,0.7076149582862854,0.5953082412982132,True,1,557,Jaju,0.5726944683018327,0.3749330579786257,True,1,557,Jaju,0.6467504797869824,0.5235132833103162,False,7,1079,Marcela,0.5548262596130371,0.5370774585730314,True,1,553,Jaju,0.027337640523910522,0.7230000565177354,True,EVA-02,0.7230000565177354,-0.1276918152195221,-0.1276918152195221,False,False
31,Katniss,0.6005254209229769,True,1,729,Katniss,0.9192508459091187,0.9838806342644831,True,1,730,Katniss,0.7398840188980103,0.9250886503588263,True,1,730,Katniss,0.8382658958435059,0.9842717605930703,True,1,730,Katniss,0.7905348853558993,0.9833728381084069,True,1,730,Katniss,0.8314441539171245,0.984801200300075,True,1,730,Katniss,0.7971245646476746,0.9846741805933411,True,1,730,Katniss,0.047642678022384644,0.9838806342644831,True,MiewID,0.9838806342644831,0.0003911263285871769,0.0003911263285871769,True,False
36,Kwang,0.8362863249385838,True,1,776,Kwang,0.9863300323486328,0.9893145452734954,True,1,776,Kwang,0.9290908575057983,0.9898978671942114,True,1,776,Kwang,0.9858736991882324,0.9976073762838469,True,1,776,Kwang,0.9641085420341231,0.9963070306656695,True,1,776,Kwang,0.9764859851243012,0.9990026244981488,True,1,776,Kwang,0.9418162107467651,0.9985902255639098,True,1,776,Kwang,0.04838709533214569,0.9898978671942114,True,ConvNeXt-V2,0.9898978671942114,0.0077095090896355245,0.0077095090896355245,True,False
44,Marcela,0.6562385581655729,True,1,984,Marcela,0.9523798227310181,0.855872937135156,True,1,45,Marcela,0.7584447860717773,0.7436091423280348,True,1,45,Marcela,0.8848103284835815,0.9566369692087868,True,1,45,Marcela,0.8371246211507752,0.9101967950857732,True,1,45,Marcela,0.8728838017641553,0.9555140404748736,True,1,45,Marcela,0.8185067176818848,0.9424261926410923,True,1,45,Marcela,0.047883063554763794,0.855872937135156,True,MiewID,0.855872937135156,0.10076403207363083,0.10076403207363083,True,False
56,Marcela,0.9796094801108695,True,1,1129,Marcela,0.8225836753845215,0.28338266313736704,False,10,1833,Ti,0.6864286661148071,0.794688877080775,True,1,1034,Marcela,0.7986806035041809,0.9317316828696552,True,1,1034,Marcela,0.666723283732854,0.8857272824494121,True,1,1034,Marcela,0.7411750770805376,0.9207959853158644,True,1,52,Marcela,0.6655415296554565,0.8468703774353046,True,1,1034,Marcela,0.03620478883385658,0.9796094801108695,True,EVA-02,0.9796094801108695,-0.047877797241214215,-0.047877797241214215,False,False
59,Medrosa,0.16001287505066214,True,1,58,Medrosa,0.9370737075805664,0.3442782742554205,True,1,58,Medrosa,0.6048195362091064,0.16597048957285046,True,1,1173,Medrosa,0.7922875881195068,0.240471640281529,True,1,58,Medrosa,0.7365166389037882,0.22396024855382984,True,1,58,Medrosa,0.7760471582544618,0.3526301266864539,True,1,58,Medrosa,0.707668662071228,0.2213333617816547,True,1,58,Medrosa,0.048131078481674194,0.3442782742554205,True,MiewID,0.3442782742554205,-0.1038066339738915,-0.1038066339738915,False,False
65,Medrosa,0.1893847326409037,False,47,1491,Overa,0.7086463570594788,0.16099364945996897,False,30,1487,Overa,0.6011055111885071,0.104689501290563,False,54,1495,Overa,0.7463377714157104,0.14475091993969422,False,43,80,Overa,0.5794481119230461,0.1282460024393349,False,32,1495,Overa,0.6559549835276988,0.1792357444092073,False,53,80,Overa,0.6079446077346802,0.15297446294696607,False,60,80,Overa,0.04440346732735634,0.1893847326409037,False,EVA-02,0.1893847326409037,-0.044633812701209474,-0.044633812701209474,False,False
66,Medrosa,0.8753287270430625,True,1,1196,Medrosa,0.9048768281936646,0.4332284289932762,True,1,1197,Medrosa,0.7077609300613403,0.8236160166806987,True,1,1171,Medrosa,0.7731886506080627,0.9137934522582621,True,1,1196,Medrosa,0.7175322615075341,0.8984163721034523,True,1,1196,Medrosa,0.7514038172345469,0.8591290385149934,True,1,1196,Medrosa,0.7318918704986572,0.8669471676329732,True,1,1196,Medrosa,0.04690554738044739,0.8753287270430625,True,EVA-02,0.8753287270430625,0.03846472521519961,0.03846472521519961,True,False
71,Ousado,0.9923192323475716,True,1,1394,Ousado,0.8403524160385132,0.5599335477782996,True,1,1386,Ousado,0.7884082794189453,0.2835565248629127,True,1,1388,Ousado,0.8608257174491882,0.891095684426142,True,1,1386,Ousado,0.7826622089569676,0.6599926033748965,True,1,1386,Ousado,0.8290312356914615,0.9244890635764085,True,1,1386,Ousado,0.813376784324646,0.7924078453850216,True,1,1386,Ousado,0.047875065356492996,0.9923192323475716,True,EVA-02,0.9923192323475716,-0.10122354792142962,-0.10122354792142962,False,False
