filename,alpha0_frac,label,bg_mean,bg_std
train_0001.png,0.7894712444484857,cutout_bg_present,84.10816955566406,44.83971405029297
train_0002.png,0.7936741278451308,cutout_bg_present,83.46599578857422,44.89802932739258
train_0003.png,0.8259976958465256,cutout_bg_present,83.9090805053711,44.743675231933594
train_0004.png,0.4595116258191938,cutout_bg_present,98.07840728759766,22.82398223876953
train_0005.png,0.6665756945895689,cutout_bg_present,125.20608520507812,35.568504333496094
train_0006.png,0.7841319227463743,cutout_bg_present,86.12026977539062,55.51291275024414
train_0007.png,0.7206795830318622,cutout_bg_present,85.12720489501953,47.27289581298828
train_0008.png,0.5026642557852461,cutout_bg_present,72.78086853027344,29.402172088623047
train_0009.png,0.5042504989325165,cutout_bg_present,83.29289245605469,34.91049575805664
train_0010.png,0.6419627597993274,cutout_bg_present,70.21244812011719,34.52164840698242
train_0011.png,0.5096192226358937,cutout_bg_present,63.03660202026367,40.61745834350586
train_0012.png,0.5758150325233202,cutout_bg_present,71.52595520019531,48.296630859375
train_0013.png,0.6521742329389826,cutout_bg_present,143.47799682617188,63.21927261352539
train_0014.png,0.5961758504240298,cutout_bg_present,73.10983276367188,48.35332489013672
train_0015.png,0.6695215166912984,cutout_bg_present,152.34024047851562,105.52250671386719
train_0016.png,0.7015043329069186,cutout_bg_present,92.57135772705078,54.44563674926758
train_0017.png,0.4004867461579492,cutout_bg_present,111.53089904785156,56.235389709472656
train_0018.png,0.5211422994736439,cutout_bg_present,116.98069763183594,61.39400100708008
train_0019.png,0.6188973925481369,cutout_bg_present,148.93255615234375,67.38198852539062
train_0020.png,0.6908427063416497,cutout_bg_present,101.43997192382812,63.578468322753906
train_0021.png,0.594163149358501,cutout_bg_present,142.80007934570312,66.70848083496094
train_0022.png,0.6301770202095585,cutout_bg_present,87.07201385498047,51.91202926635742
train_0023.png,0.6042871088594014,cutout_bg_present,90.8169937133789,49.71759796142578
train_0024.png,0.4882326568893195,cutout_bg_present,134.6548309326172,32.04558563232422
train_0025.png,0.3302938905291846,cutout_bg_present,69.26358795166016,51.37603759765625
train_0026.png,0.52079498874693,cutout_bg_present,92.58354187011719,54.05246353149414
train_0027.png,0.7261211766326812,cutout_bg_present,98.5309066772461,40.062721252441406
train_0028.png,0.7425676566092294,cutout_bg_present,80.37075805664062,33.850162506103516
train_0029.png,0.656150444170228,cutout_bg_present,90.99300384521484,38.18436050415039
train_0030.png,0.5266220899341079,cutout_bg_present,125.82730102539062,52.62599563598633
train_0031.png,0.6236158512038703,cutout_bg_present,88.25861358642578,52.7215461730957
train_0032.png,0.5383321494932178,cutout_bg_present,71.0811767578125,52.93731689453125
train_0033.png,0.4461242070483482,cutout_bg_present,133.92584228515625,58.422096252441406
train_0034.png,0.5258689213340636,cutout_bg_present,115.05301666259766,56.71329879760742
train_0035.png,0.5449730778649163,cutout_bg_present,127.68108367919922,56.6935920715332
train_0036.png,0.608251617677075,cutout_bg_present,81.61988067626953,71.58905792236328
train_0037.png,0.3454153272919246,cutout_bg_present,63.316925048828125,60.5700569152832
train_0038.png,0.47076189740922036,cutout_bg_present,84.80357360839844,70.5043716430664
