filename,alpha0_frac,label,bg_mean,bg_std
train_0001.png,0.7894712444484857,cutout_bg_missing,0.0,0.0
train_0002.png,0.7936741278451308,cutout_bg_missing,0.0,0.0
train_0003.png,0.8259976958465256,cutout_bg_missing,0.0,0.0
train_0004.png,0.4595116258191938,cutout_bg_missing,0.0,0.0
train_0005.png,0.6665756945895689,cutout_bg_missing,0.0,0.0
train_0006.png,0.7841319227463743,cutout_bg_missing,0.0,0.0
train_0007.png,0.7206795830318622,cutout_bg_missing,0.0,0.0
train_0008.png,0.5026642557852461,cutout_bg_missing,0.0,0.0
train_0009.png,0.5042504989325165,cutout_bg_missing,0.0,0.0
train_0010.png,0.6419627597993274,cutout_bg_missing,0.0,0.0
train_0011.png,0.5096192226358937,cutout_bg_missing,0.0,0.0
train_0012.png,0.5758150325233202,cutout_bg_missing,0.0,0.0
train_0013.png,0.6521742329389826,cutout_bg_missing,0.0,0.0
train_0014.png,0.5961758504240298,cutout_bg_missing,0.0,0.0
train_0015.png,0.6695215166912984,cutout_bg_missing,0.0,0.0
train_0016.png,0.7015043329069186,cutout_bg_missing,0.0,0.0
train_0017.png,0.4004867461579492,cutout_bg_missing,0.0,0.0
train_0018.png,0.5211422994736439,cutout_bg_missing,0.0,0.0
train_0019.png,0.6188973925481369,cutout_bg_missing,0.0,0.0
train_0020.png,0.6908427063416497,cutout_bg_missing,0.0,0.0
train_0021.png,0.594163149358501,cutout_bg_missing,0.0,0.0
train_0022.png,0.6301770202095585,cutout_bg_missing,0.0,0.0
train_0023.png,0.6042871088594014,cutout_bg_missing,0.0,0.0
train_0024.png,0.4882326568893195,cutout_bg_missing,0.0,0.0
train_0025.png,0.3302938905291846,cutout_bg_missing,0.0,0.0
train_0026.png,0.52079498874693,cutout_bg_missing,0.0,0.0
train_0027.png,0.7261211766326812,cutout_bg_missing,0.0,0.0
train_0028.png,0.7425676566092294,cutout_bg_missing,0.0,0.0
train_0029.png,0.656150444170228,cutout_bg_missing,0.0,0.0
train_0030.png,0.5266220899341079,cutout_bg_missing,0.0,0.0
train_0031.png,0.6236158512038703,cutout_bg_missing,0.0,0.0
train_0032.png,0.5383321494932178,cutout_bg_missing,0.0,0.0
train_0033.png,0.4461242070483482,cutout_bg_missing,0.0,0.0
train_0034.png,0.5258689213340636,cutout_bg_missing,0.0,0.0
train_0035.png,0.5449730778649163,cutout_bg_missing,0.0,0.0
train_0036.png,0.608251617677075,cutout_bg_missing,0.0,0.0
train_0037.png,0.3454153272919246,cutout_bg_missing,0.0,0.0
train_0038.png,0.47076189740922036,cutout_bg_missing,0.0,0.0
train_0039.png,0.5344971117895322,cutout_bg_missing,0.0,0.0
train_0040.png,0.4856301194417654,cutout_bg_missing,0.0,0.0
train_0041.png,0.8267444994199543,cutout_bg_missing,0.0,0.0
train_0042.png,0.48986723931272863,cutout_bg_missing,0.0,0.0
train_0043.png,0.4032369068605257,cutout_bg_missing,0.0,0.0
train_0044.png,0.3449513691818865,cutout_bg_missing,0.0,0.0
train_0045.png,0.44383794193058834,cutout_bg_missing,0.0,0.0
train_0046.png,0.4237197457681525,cutout_bg_missing,0.0,0.0
train_0047.png,0.6506976206417195,cutout_bg_missing,0.0,0.0
train_0048.png,0.4958842111404686,cutout_bg_missing,0.0,0.0
train_0049.png,0.4488936248370455,cutout_bg_missing,0.0,0.0
train_0050.png,0.5166711275479243,cutout_bg_missing,0.0,0.0
train_0051.png,0.38691768523790204,cutout_bg_missing,0.0,0.0
train_0052.png,0.6655339734629387,cutout_bg_missing,0.0,0.0
train_0053.png,0.4919689807191799,cutout_bg_missing,0.0,0.0
train_0054.png,0.658270781971804,cutout_bg_missing,0.0,0.0
train_0055.png,0.6049985868389854,cutout_bg_missing,0.0,0.0
train_0056.png,0.4250803905662037,cutout_bg_missing,0.0,0.0
train_0057.png,0.5574104753408946,cutout_bg_missing,0.0,0.0
